,type_carburant,aspiration,nombre_portes,type_carrosserie,roues_motrices,emplacement_moteur,empattement,longueur_voiture,largeur_voiture,hauteur_voiture,poids_vide,type_moteur,nombre_cylindres,taille_moteur,systeme_carburant,alesage,course,taux_compression,puissance,trmin_max,consommation_ville,consommation_autoroute,prix,marque,modele
103,essence,standard,4,berline,traction avant,avant,255.0,469.0,169.0,140.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,152,5200,0.0,0.0,11474.0,nissan,otti
104,essence,standard,2,à hayon,traction arrière,avant,232.0,434.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,160,5200,0.0,0.0,14619.0,nissan,teana
105,essence,turbocharged,2,à hayon,traction arrière,avant,232.0,434.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,8.0,200,5200,0.0,0.0,16744.0,nissan,kicks
106,essence,standard,2,à hayon,traction arrière,avant,252.0,453.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,6,2966,Injection de carburant multipoint,87,3.0,9.0,160,5200,0.0,0.0,15639.0,nissan,clipper
107,essence,standard,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,3.0,8.0,97,5000,0.0,0.0,10115.0,peugeot,504
108,diesel,turbocharged,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,11220.0,peugeot,304
109,essence,standard,4,break,traction arrière,avant,290.0,505.0,174.0,149.0,1,En ligne,4,1966,Injection de carburant multipoint,88,3.0,8.0,97,5000,0.0,0.0,10574.0,peugeot,504 (sw)
110,diesel,turbocharged,4,break,traction arrière,avant,290.0,505.0,174.0,149.0,2,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,11781.0,peugeot,504
111,essence,standard,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,2.0,8.0,95,5000,0.0,0.0,13243.0,peugeot,504
112,diesel,turbocharged,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,14365.0,peugeot,604sl
113,essence,standard,4,break,traction arrière,avant,290.0,505.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,2.0,8.0,95,5000,0.0,0.0,14191.0,peugeot,504
114,diesel,turbocharged,4,break,traction arrière,avant,290.0,505.0,174.0,149.0,2,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,14514.0,peugeot,505s turbo diesel
115,essence,standard,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,1966,Injection de carburant multipoint,88,3.0,8.0,97,5000,0.0,0.0,14136.0,peugeot,504
116,diesel,turbocharged,4,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,4,2491,Injection directe indirecte,94,4.0,21.0,95,4150,0.0,0.0,15258.0,peugeot,504
117,essence,turbocharged,4,berline,traction arrière,avant,274.0,474.0,173.0,142.0,1,En ligne,4,2196,Injection de carburant multipoint,92,3.0,7.0,142,5600,0.0,0.0,15428.0,peugeot,604sl
118,essence,standard,2,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,4,1475,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,4736.0,plymouth,fury iii
119,essence,turbocharged,2,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,4,1606,Injection de carburant monopoint,77,3.0,8.0,102,5500,0.0,0.0,6763.0,plymouth,cricket
120,essence,standard,4,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,4,1475,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,5295.0,plymouth,fury iii
121,essence,standard,4,berline,traction avant,avant,238.0,425.0,162.0,129.0,1,Arbre à cames en tête,4,1475,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,5688.0,plymouth,satellite custom (sw)
122,essence,standard,4,berline,traction avant,avant,238.0,425.0,162.0,129.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,75,3.0,9.0,68,5500,0.0,0.0,6468.0,plymouth,fury gran sedan
123,essence,standard,4,break,traction avant,avant,262.0,443.0,164.0,152.0,1,Arbre à cames en tête,4,1999,2 barils simple corps,85,3.0,8.0,88,5000,0.0,0.0,7583.0,plymouth,valiant
124,essence,turbocharged,2,à hayon,traction arrière,avant,244.0,440.0,168.0,128.0,1,Arbre à cames en tête,4,2556,Injection de carburant monopoint,91,4.0,7.0,145,5000,0.0,0.0,10849.0,plymouth,duster
125,essence,standard,2,à hayon,traction arrière,avant,240.0,429.0,173.0,128.0,1,Arbre à cames en tête,4,2474,Injection de carburant multipoint,100,3.0,10.0,143,5500,0.0,0.0,18715.0,porsche,macan
126,essence,standard,2,coupé,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,6,3179,Injection de carburant multipoint,95,3.0,10.0,207,5900,0.0,0.0,27649.0,porsche,panamera
127,essence,standard,2,coupé,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,6,3179,Injection de carburant multipoint,95,3.0,10.0,207,5900,0.0,0.0,28924.0,porsche,cayenne
128,essence,standard,2,décapotable,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,6,3179,Injection de carburant multipoint,95,3.0,10.0,207,5900,0.0,0.0,31474.0,porsche,boxter
129,essence,standard,2,à hayon,traction arrière,avant,250.0,446.0,184.0,128.0,2,Double arbre à cames en tête avec soupapes en V,8,3327,Injection de carburant multipoint,100,3.0,10.0,288,5750,0.0,0.0,26690.0,porsche,cayenne
130,essence,standard,4,break,traction avant,avant,244.0,461.0,169.0,140.0,1,Arbre à cames en tête,4,2163,Injection de carburant multipoint,88,4.0,9.0,90,5100,0.0,0.0,7901.0,renault,12tl
131,essence,standard,2,à hayon,traction avant,avant,244.0,449.0,169.0,128.0,1,Arbre à cames en tête,4,2163,Injection de carburant multipoint,88,4.0,9.0,90,5100,0.0,0.0,8411.0,renault,5 gtl
132,essence,standard,2,à hayon,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,4,1983,Injection de carburant multipoint,90,3.0,9.0,110,5250,0.0,0.0,10072.0,saab,99e
133,essence,standard,4,berline,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,4,1983,Injection de carburant multipoint,90,3.0,9.0,110,5250,0.0,0.0,10344.0,saab,99le
134,essence,standard,2,à hayon,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,4,1983,Injection de carburant multipoint,65,2.0,9.0,110,5250,0.0,0.0,12784.0,saab,99le
135,essence,standard,4,berline,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,4,1983,Injection de carburant multipoint,90,3.0,9.0,110,5250,0.0,0.0,13184.0,saab,99gle
136,essence,turbocharged,2,à hayon,traction avant,avant,252.0,474.0,169.0,142.0,1,Double arbre à cames en tête,4,1983,Injection de carburant multipoint,90,3.0,9.0,160,5500,0.0,0.0,15428.0,saab,99gle
137,essence,turbocharged,4,berline,traction avant,avant,252.0,474.0,169.0,142.0,1,Double arbre à cames en tête,4,1983,Injection de carburant multipoint,90,3.0,9.0,160,5500,0.0,0.0,15827.0,saab,99e
138,essence,standard,2,à hayon,traction avant,avant,238.0,399.0,161.0,136.0,1,Arbre à cames en tête avec soupapes en F,4,1590,2 barils simple corps,92,2.0,9.0,69,4900,0.0,0.0,4350.0,subaru,
139,essence,standard,2,à hayon,traction avant,avant,238.0,401.0,162.0,136.0,1,Arbre à cames en tête avec soupapes en F,4,1770,2 barils simple corps,92,3.0,9.0,73,4400,0.0,0.0,5995.0,subaru,dl
140,essence,standard,2,à hayon,quatre roues motrices,avant,237.0,400.0,162.0,141.0,1,Arbre à cames en tête avec soupapes en F,4,1770,2 barils simple corps,92,3.0,9.0,73,4400,0.0,0.0,6463.0,subaru,dl
141,essence,standard,4,berline,traction avant,avant,247.0,437.0,166.0,133.0,1,Arbre à cames en tête avec soupapes en F,4,1770,2 barils simple corps,92,3.0,10.0,82,4800,0.0,0.0,6057.0,subaru,
142,essence,standard,4,berline,traction avant,avant,247.0,437.0,166.0,133.0,1,Arbre à cames en tête avec soupapes en F,4,1770,2 barils simple corps,92,3.0,10.0,82,4400,0.0,0.0,6609.0,subaru,brz
143,essence,standard,4,berline,traction avant,avant,247.0,437.0,166.0,133.0,1,Arbre à cames en tête avec soupapes en F,4,1770,Injection de carburant multipoint,92,3.0,9.0,94,5200,0.0,0.0,8466.0,subaru,baja
144,essence,standard,4,berline,quatre roues motrices,avant,246.0,437.0,166.0,138.0,1,Arbre à cames en tête avec soupapes en F,4,1770,2 barils simple corps,92,3.0,9.0,82,4800,0.0,0.0,7848.0,subaru,r1
145,essence,turbocharged,4,berline,quatre roues motrices,avant,246.0,437.0,166.0,138.0,1,Arbre à cames en tête avec soupapes en F,4,1770,Injection de carburant multipoint,92,3.0,8.0,111,4800,0.0,0.0,9570.0,subaru,r2
146,essence,standard,4,break,traction avant,avant,246.0,441.0,166.0,135.0,1,Arbre à cames en tête avec soupapes en F,4,1770,2 barils simple corps,92,3.0,9.0,82,4800,0.0,0.0,6344.0,subaru,trezia
147,essence,standard,4,break,traction avant,avant,246.0,441.0,166.0,135.0,1,Arbre à cames en tête avec soupapes en F,4,1770,Injection de carburant multipoint,92,3.0,9.0,94,5200,0.0,0.0,8668.0,subaru,tribeca
148,essence,standard,4,break,quatre roues motrices,avant,246.0,441.0,166.0,139.0,1,Arbre à cames en tête avec soupapes en F,4,1770,2 barils simple corps,92,3.0,9.0,82,4800,0.0,0.0,6811.0,subaru,dl
149,essence,turbocharged,4,break,quatre roues motrices,avant,246.0,441.0,166.0,139.0,1,Arbre à cames en tête avec soupapes en F,4,1770,Injection de carburant multipoint,92,3.0,8.0,111,4800,0.0,0.0,9940.0,subaru,dl
150,essence,standard,2,à hayon,traction avant,avant,243.0,403.0,162.0,138.0,1,Arbre à cames en tête,4,1508,2 barils simple corps,77,3.0,9.0,62,4800,0.0,0.0,4546.0,toyota,corona mark ii
151,essence,standard,2,à hayon,traction avant,avant,243.0,403.0,162.0,138.0,1,Arbre à cames en tête,4,1508,2 barils simple corps,77,3.0,9.0,62,4800,0.0,0.0,5387.0,toyota,corona
152,essence,standard,4,à hayon,traction avant,avant,243.0,403.0,162.0,138.0,1,Arbre à cames en tête,4,1508,2 barils simple corps,77,3.0,9.0,62,4800,0.0,0.0,5515.0,toyota,corolla 1200
153,essence,standard,4,break,traction avant,avant,243.0,431.0,162.0,150.0,1,Arbre à cames en tête,4,1508,2 barils simple corps,77,3.0,9.0,62,4800,0.0,0.0,5880.0,toyota,corona hardtop
154,essence,standard,4,break,quatre roues motrices,avant,243.0,431.0,162.0,150.0,1,Arbre à cames en tête,4,1508,2 barils simple corps,77,3.0,9.0,62,4800,0.0,0.0,6713.0,toyota,corolla 1600 (sw)
155,essence,standard,4,break,quatre roues motrices,avant,243.0,431.0,162.0,150.0,1,Arbre à cames en tête,4,1508,2 barils simple corps,77,3.0,9.0,62,4800,0.0,0.0,7461.0,toyota,carina
156,essence,standard,4,berline,traction avant,avant,243.0,422.0,164.0,135.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,81,3.0,9.0,70,4800,0.0,0.0,5897.0,toyota,mark ii
157,essence,standard,4,à hayon,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,81,3.0,9.0,70,4800,0.0,0.0,6118.0,toyota,corolla 1200
158,diesel,standard,4,berline,traction avant,avant,243.0,422.0,164.0,135.0,1,Arbre à cames en tête,4,1803,Injection directe indirecte,83,3.0,22.0,56,4500,0.0,0.0,6713.0,toyota,corona
159,diesel,standard,4,à hayon,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,4,1803,Injection directe indirecte,83,3.0,22.0,56,4500,0.0,0.0,6620.0,toyota,corolla
160,essence,standard,4,berline,traction avant,avant,243.0,422.0,164.0,135.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,81,3.0,9.0,70,4800,0.0,0.0,6577.0,toyota,corona
161,essence,standard,4,à hayon,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,81,3.0,9.0,70,4800,0.0,0.0,7104.0,toyota,corolla
162,essence,standard,4,berline,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,81,3.0,9.0,70,4800,0.0,0.0,7869.0,toyota,mark ii
163,essence,standard,2,berline,traction arrière,avant,240.0,428.0,163.0,134.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,81,3.0,9.0,70,4800,0.0,0.0,6849.0,toyota,corolla liftback
164,essence,standard,2,à hayon,traction arrière,avant,240.0,428.0,163.0,134.0,1,Arbre à cames en tête,4,1606,2 barils simple corps,81,3.0,9.0,70,4800,0.0,0.0,7002.0,toyota,corona
165,essence,standard,2,berline,traction arrière,avant,240.0,428.0,163.0,134.0,1,Double arbre à cames en tête,4,1606,Injection de carburant multipoint,82,3.0,9.0,112,6600,0.0,0.0,7903.0,toyota,celica gt liftback
166,essence,standard,2,à hayon,traction arrière,avant,240.0,428.0,163.0,134.0,1,Double arbre à cames en tête,4,1606,Injection de carburant multipoint,82,3.0,9.0,112,6600,0.0,0.0,8107.0,toyota,corolla tercel
167,essence,standard,2,coupé,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,4,2393,Injection de carburant multipoint,92,4.0,9.0,116,4800,0.0,0.0,7182.0,toyota,corona liftback
168,essence,standard,2,coupé,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,4,2393,Injection de carburant multipoint,92,4.0,9.0,116,4800,0.0,0.0,8193.0,toyota,corolla
169,essence,standard,2,à hayon,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,4,2393,Injection de carburant multipoint,92,4.0,9.0,116,4800,0.0,0.0,8491.0,toyota,starlet
170,essence,standard,2,coupé,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,4,2393,Injection de carburant multipoint,92,4.0,9.0,116,4800,0.0,0.0,9519.0,toyota,tercel
171,essence,standard,2,à hayon,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,4,2393,Injection de carburant multipoint,92,4.0,9.0,116,4800,0.0,0.0,9817.0,toyota,corolla
172,essence,standard,2,décapotable,traction arrière,avant,250.0,448.0,167.0,135.0,1,Arbre à cames en tête,4,2393,Injection de carburant multipoint,92,4.0,9.0,116,4800,0.0,0.0,15019.0,toyota,cressida
173,essence,standard,4,berline,traction avant,avant,260.0,446.0,169.0,139.0,1,Arbre à cames en tête,4,1999,Injection de carburant multipoint,84,4.0,9.0,92,4200,0.0,0.0,7606.0,toyota,corolla
174,diesel,turbocharged,4,berline,traction avant,avant,260.0,446.0,169.0,139.0,1,Arbre à cames en tête,4,1803,Injection directe indirecte,83,3.0,22.0,73,4500,0.0,0.0,9093.0,toyota,celica gt
175,essence,standard,4,à hayon,traction avant,avant,260.0,446.0,169.0,137.0,1,Arbre à cames en tête,4,1999,Injection de carburant multipoint,84,4.0,9.0,92,4200,0.0,0.0,8490.0,toyota,corona
176,essence,standard,4,berline,traction avant,avant,260.0,446.0,169.0,139.0,1,Arbre à cames en tête,4,1999,Injection de carburant multipoint,84,4.0,9.0,92,4200,0.0,0.0,9263.0,toyota,corolla
177,essence,standard,4,à hayon,traction avant,avant,260.0,446.0,169.0,137.0,1,Arbre à cames en tête,4,1999,Injection de carburant multipoint,84,4.0,9.0,92,4200,0.0,0.0,9561.0,toyota,mark ii
178,essence,standard,2,à hayon,traction arrière,avant,261.0,466.0,172.0,132.0,1,Double arbre à cames en tête,6,2802,Injection de carburant multipoint,83,3.0,9.0,161,5200,0.0,0.0,14074.0,toyota,corolla liftback
179,essence,standard,2,à hayon,traction arrière,avant,261.0,466.0,172.0,132.0,1,Double arbre à cames en tête,6,2802,Injection de carburant multipoint,83,3.0,9.0,161,5200,0.0,0.0,13598.0,toyota,corona
180,essence,standard,4,berline,traction arrière,avant,265.0,477.0,169.0,137.0,1,Double arbre à cames en tête,6,2802,Injection de carburant multipoint,83,3.0,9.0,156,5200,0.0,0.0,13336.0,toyota,starlet
181,essence,standard,4,break,traction arrière,avant,265.0,477.0,169.0,137.0,1,Double arbre à cames en tête,6,2638,Injection de carburant multipoint,83,3.0,9.0,156,5200,0.0,0.0,13388.0,toyota,tercel
182,diesel,standard,2,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,4,1590,Injection directe indirecte,76,3.0,23.0,52,4800,0.0,0.0,6609.0,volkswagen,rabbit
183,essence,standard,2,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,4,1786,Injection de carburant multipoint,81,3.0,9.0,85,5250,0.0,0.0,6779.0,volkswagen,1131 deluxe sedan
184,diesel,standard,4,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,4,1590,Injection directe indirecte,76,3.0,23.0,52,4800,0.0,0.0,6796.0,volkswagen,model 111
185,essence,standard,4,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,4,1786,Injection de carburant multipoint,81,3.0,9.0,85,5250,0.0,0.0,6966.0,volkswagen,type 3
186,essence,standard,4,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,4,1786,Injection de carburant multipoint,81,3.0,9.0,85,5250,0.0,0.0,7221.0,volkswagen,411 (sw)
187,diesel,turbocharged,4,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,4,1590,Injection directe indirecte,76,3.0,23.0,68,4500,0.0,0.0,8071.0,volkswagen,super beetle
188,essence,standard,4,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,4,1786,Injection de carburant multipoint,81,3.0,10.0,100,5500,0.0,0.0,8496.0,volkswagen,dasher
189,essence,standard,2,décapotable,traction avant,avant,240.0,405.0,163.0,141.0,1,Arbre à cames en tête,4,1786,Injection de carburant multipoint,81,3.0,8.0,90,5500,0.0,0.0,9856.0,volkswagen,dasher
190,essence,standard,2,à hayon,traction avant,avant,240.0,421.0,163.0,131.0,1,Arbre à cames en tête,4,1786,Injection de carburant multipoint,81,3.0,8.0,90,5500,0.0,0.0,8483.0,volkswagen,rabbit
191,essence,standard,4,berline,traction avant,avant,255.0,458.0,170.0,140.0,1,Arbre à cames en tête,5,2229,Injection de carburant multipoint,81,3.0,8.0,110,5500,0.0,0.0,11301.0,volkswagen,rabbit
192,diesel,turbocharged,4,berline,traction avant,avant,255.0,458.0,170.0,140.0,1,Arbre à cames en tête,4,1590,Injection directe indirecte,76,3.0,23.0,68,4500,0.0,0.0,11768.0,volkswagen,rabbit custom
193,essence,standard,4,break,traction avant,avant,255.0,465.0,170.0,140.0,1,Arbre à cames en tête,4,1786,Injection de carburant multipoint,81,3.0,9.0,88,5500,0.0,0.0,10446.0,volkswagen,dasher
194,essence,standard,4,berline,traction arrière,avant,265.0,480.0,171.0,143.0,1,Arbre à cames en tête,4,2311,Injection de carburant multipoint,96,3.0,10.0,114,5400,0.0,0.0,10999.0,volvo,145e (sw)
195,essence,standard,4,break,traction arrière,avant,265.0,480.0,171.0,146.0,1,Arbre à cames en tête,4,2311,Injection de carburant multipoint,96,3.0,10.0,114,5400,0.0,0.0,11403.0,volvo,144ea
196,essence,standard,4,berline,traction arrière,avant,265.0,480.0,171.0,143.0,1,Arbre à cames en tête,4,2311,Injection de carburant multipoint,96,3.0,10.0,114,5400,0.0,0.0,13587.0,volvo,244dl
197,essence,standard,4,break,traction arrière,avant,265.0,480.0,171.0,146.0,1,Arbre à cames en tête,4,2311,Injection de carburant multipoint,96,3.0,10.0,114,5400,0.0,0.0,14038.0,volvo,245
198,essence,turbocharged,4,berline,traction arrière,avant,265.0,480.0,171.0,143.0,1,Arbre à cames en tête,4,2130,Injection de carburant multipoint,92,3.0,8.0,162,5100,0.0,0.0,15657.0,volvo,264gl
199,essence,turbocharged,4,break,traction arrière,avant,265.0,480.0,171.0,146.0,1,Arbre à cames en tête,4,2130,Injection de carburant multipoint,92,3.0,8.0,162,5100,0.0,0.0,16108.0,volvo,diesel
200,essence,standard,4,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,4,2311,Injection de carburant multipoint,96,3.0,10.0,114,5400,0.0,0.0,14318.0,volvo,145e (sw)
201,essence,turbocharged,4,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,4,2311,Injection de carburant multipoint,96,3.0,9.0,160,5300,0.0,0.0,16188.0,volvo,144ea
202,essence,standard,4,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête avec soupapes en V,6,2835,Injection de carburant multipoint,91,3.0,9.0,134,5500,0.0,0.0,18262.0,volvo,244dl
203,diesel,turbocharged,4,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,6,2376,Injection directe indirecte,76,3.0,23.0,106,4800,0.0,0.0,19100.0,volvo,246
204,essence,turbocharged,4,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,4,2311,Injection de carburant multipoint,96,3.0,10.0,114,5400,0.0,0.0,19231.0,volvo,264gl
