type_carburant,aspiration,nombre_portes,type_carrosserie,roues_motrices,emplacement_moteur,empattement,longueur_voiture,largeur_voiture,hauteur_voiture,poids_vide,type_moteur,nombre_cylindres,taille_moteur,systeme_carburant,alesage,course,taux_compression,puissance,trmin_max,consommation_ville,consommation_autoroute,prix,marque,modele
essence,standard,quatre,break,traction avant,avant,255.0,469.0,169.0,142.0,1,Arbre à cames en tête avec soupapes en V,six,2966,mpfi,87,3.0,9.0,152,5200,0.0,0.0,12239.0,nissan,fuga
essence,standard,quatre,berline,traction avant,avant,255.0,469.0,169.0,140.0,1,Arbre à cames en tête avec soupapes en V,six,2966,mpfi,87,3.0,9.0,152,5200,0.0,0.0,11474.0,nissan,otti
essence,standard,deux,à hayon,traction arrière,avant,232.0,434.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,six,2966,mpfi,87,3.0,9.0,160,5200,0.0,0.0,14619.0,nissan,teana
essence,turbocharged,deux,à hayon,traction arrière,avant,232.0,434.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,six,2966,mpfi,87,3.0,8.0,200,5200,0.0,0.0,16744.0,nissan,kicks
essence,standard,deux,à hayon,traction arrière,avant,252.0,453.0,172.0,126.0,1,Arbre à cames en tête avec soupapes en V,six,2966,mpfi,87,3.0,9.0,160,5200,0.0,0.0,15639.0,nissan,clipper
essence,standard,quatre,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,quatre,1966,mpfi,88,3.0,8.0,97,5000,0.0,0.0,10115.0,peugeot,504
diesel,turbocharged,quatre,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,quatre,2491,idi,94,4.0,21.0,95,4150,0.0,0.0,11220.0,peugeot,304
essence,standard,quatre,break,traction arrière,avant,290.0,505.0,174.0,149.0,1,En ligne,quatre,1966,mpfi,88,3.0,8.0,97,5000,0.0,0.0,10574.0,peugeot,504 (sw)
diesel,turbocharged,quatre,break,traction arrière,avant,290.0,505.0,174.0,149.0,2,En ligne,quatre,2491,idi,94,4.0,21.0,95,4150,0.0,0.0,11781.0,peugeot,504
essence,standard,quatre,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,quatre,1966,mpfi,88,2.0,8.0,95,5000,0.0,0.0,13243.0,peugeot,504
diesel,turbocharged,quatre,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,quatre,2491,idi,94,4.0,21.0,95,4150,0.0,0.0,14365.0,peugeot,604sl
essence,standard,quatre,break,traction arrière,avant,290.0,505.0,174.0,144.0,1,En ligne,quatre,1966,mpfi,88,2.0,8.0,95,5000,0.0,0.0,14191.0,peugeot,504
diesel,turbocharged,quatre,break,traction arrière,avant,290.0,505.0,174.0,149.0,2,En ligne,quatre,2491,idi,94,4.0,21.0,95,4150,0.0,0.0,14514.0,peugeot,505s turbo diesel
essence,standard,quatre,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,quatre,1966,mpfi,88,3.0,8.0,97,5000,0.0,0.0,14136.0,peugeot,504
diesel,turbocharged,quatre,berline,traction arrière,avant,274.0,474.0,174.0,144.0,1,En ligne,quatre,2491,idi,94,4.0,21.0,95,4150,0.0,0.0,15258.0,peugeot,504
essence,turbocharged,quatre,berline,traction arrière,avant,274.0,474.0,173.0,142.0,1,En ligne,quatre,2196,mpfi,92,3.0,7.0,142,5600,0.0,0.0,15428.0,peugeot,604sl
essence,standard,deux,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,quatre,1475,2bbl,75,3.0,9.0,68,5500,0.0,0.0,4736.0,plymouth,fury iii
essence,turbocharged,deux,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,quatre,1606,spdi,77,3.0,8.0,102,5500,0.0,0.0,6763.0,plymouth,cricket
essence,standard,quatre,à hayon,traction avant,avant,238.0,400.0,162.0,129.0,1,Arbre à cames en tête,quatre,1475,2bbl,75,3.0,9.0,68,5500,0.0,0.0,5295.0,plymouth,fury iii
essence,standard,quatre,berline,traction avant,avant,238.0,425.0,162.0,129.0,1,Arbre à cames en tête,quatre,1475,2bbl,75,3.0,9.0,68,5500,0.0,0.0,5688.0,plymouth,satellite custom (sw)
essence,standard,quatre,berline,traction avant,avant,238.0,425.0,162.0,129.0,1,Arbre à cames en tête,quatre,1606,2bbl,75,3.0,9.0,68,5500,0.0,0.0,6468.0,plymouth,fury gran sedan
essence,standard,quatre,break,traction avant,avant,262.0,443.0,164.0,152.0,1,Arbre à cames en tête,quatre,1999,2bbl,85,3.0,8.0,88,5000,0.0,0.0,7583.0,plymouth,valiant
essence,turbocharged,deux,à hayon,traction arrière,avant,244.0,440.0,168.0,128.0,1,Arbre à cames en tête,quatre,2556,spdi,91,4.0,7.0,145,5000,0.0,0.0,10849.0,plymouth,duster
essence,standard,deux,à hayon,traction arrière,avant,240.0,429.0,173.0,128.0,1,Arbre à cames en tête,quatre,2474,mpfi,100,3.0,10.0,143,5500,0.0,0.0,18715.0,porsche,macan
essence,standard,deux,coupé,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,six,3179,mpfi,95,3.0,10.0,207,5900,0.0,0.0,27649.0,porsche,panamera
essence,standard,deux,coupé,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,six,3179,mpfi,95,3.0,10.0,207,5900,0.0,0.0,28924.0,porsche,cayenne
essence,standard,deux,décapotable,traction arrière,arrière,227.0,429.0,165.0,131.0,1,Arbre à cames en tête avec soupapes en F,six,3179,mpfi,95,3.0,10.0,207,5900,0.0,0.0,31474.0,porsche,boxter
essence,standard,deux,à hayon,traction arrière,avant,250.0,446.0,184.0,128.0,2,Double arbre à cames en tête avec soupapes en V,huit,3327,mpfi,100,3.0,10.0,288,5750,0.0,0.0,26690.0,porsche,cayenne
essence,standard,quatre,break,traction avant,avant,244.0,461.0,169.0,140.0,1,Arbre à cames en tête,quatre,2163,mpfi,88,4.0,9.0,90,5100,0.0,0.0,7901.0,renault,12tl
essence,standard,deux,à hayon,traction avant,avant,244.0,449.0,169.0,128.0,1,Arbre à cames en tête,quatre,2163,mpfi,88,4.0,9.0,90,5100,0.0,0.0,8411.0,renault,5 gtl
essence,standard,deux,à hayon,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,quatre,1983,mpfi,90,3.0,9.0,110,5250,0.0,0.0,10072.0,saab,99e
essence,standard,quatre,berline,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,quatre,1983,mpfi,90,3.0,9.0,110,5250,0.0,0.0,10344.0,saab,99le
essence,standard,deux,à hayon,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,quatre,1983,mpfi,65,2.0,9.0,110,5250,0.0,0.0,12784.0,saab,99le
essence,standard,quatre,berline,traction avant,avant,252.0,474.0,169.0,142.0,1,Arbre à cames en tête,quatre,1983,mpfi,90,3.0,9.0,110,5250,0.0,0.0,13184.0,saab,99gle
essence,turbocharged,deux,à hayon,traction avant,avant,252.0,474.0,169.0,142.0,1,Double arbre à cames en tête,quatre,1983,mpfi,90,3.0,9.0,160,5500,0.0,0.0,15428.0,saab,99gle
essence,turbocharged,quatre,berline,traction avant,avant,252.0,474.0,169.0,142.0,1,Double arbre à cames en tête,quatre,1983,mpfi,90,3.0,9.0,160,5500,0.0,0.0,15827.0,saab,99e
essence,standard,deux,à hayon,traction avant,avant,238.0,399.0,161.0,136.0,1,Arbre à cames en tête avec soupapes en F,quatre,1590,2bbl,92,2.0,9.0,69,4900,0.0,0.0,4350.0,subaru,
essence,standard,deux,à hayon,traction avant,avant,238.0,401.0,162.0,136.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,2bbl,92,3.0,9.0,73,4400,0.0,0.0,5995.0,subaru,dl
essence,standard,deux,à hayon,quatre roues motrices,avant,237.0,400.0,162.0,141.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,2bbl,92,3.0,9.0,73,4400,0.0,0.0,6463.0,subaru,dl
essence,standard,quatre,berline,traction avant,avant,247.0,437.0,166.0,133.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,2bbl,92,3.0,10.0,82,4800,0.0,0.0,6057.0,subaru,
essence,standard,quatre,berline,traction avant,avant,247.0,437.0,166.0,133.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,2bbl,92,3.0,10.0,82,4400,0.0,0.0,6609.0,subaru,brz
essence,standard,quatre,berline,traction avant,avant,247.0,437.0,166.0,133.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,mpfi,92,3.0,9.0,94,5200,0.0,0.0,8466.0,subaru,baja
essence,standard,quatre,berline,quatre roues motrices,avant,246.0,437.0,166.0,138.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,2bbl,92,3.0,9.0,82,4800,0.0,0.0,7848.0,subaru,r1
essence,turbocharged,quatre,berline,quatre roues motrices,avant,246.0,437.0,166.0,138.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,mpfi,92,3.0,8.0,111,4800,0.0,0.0,9570.0,subaru,r2
essence,standard,quatre,break,traction avant,avant,246.0,441.0,166.0,135.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,2bbl,92,3.0,9.0,82,4800,0.0,0.0,6344.0,subaru,trezia
essence,standard,quatre,break,traction avant,avant,246.0,441.0,166.0,135.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,mpfi,92,3.0,9.0,94,5200,0.0,0.0,8668.0,subaru,tribeca
essence,standard,quatre,break,quatre roues motrices,avant,246.0,441.0,166.0,139.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,2bbl,92,3.0,9.0,82,4800,0.0,0.0,6811.0,subaru,dl
essence,turbocharged,quatre,break,quatre roues motrices,avant,246.0,441.0,166.0,139.0,1,Arbre à cames en tête avec soupapes en F,quatre,1770,mpfi,92,3.0,8.0,111,4800,0.0,0.0,9940.0,subaru,dl
essence,standard,deux,à hayon,traction avant,avant,243.0,403.0,162.0,138.0,1,Arbre à cames en tête,quatre,1508,2bbl,77,3.0,9.0,62,4800,0.0,0.0,4546.0,toyota,corona mark ii
essence,standard,deux,à hayon,traction avant,avant,243.0,403.0,162.0,138.0,1,Arbre à cames en tête,quatre,1508,2bbl,77,3.0,9.0,62,4800,0.0,0.0,5387.0,toyota,corona
essence,standard,quatre,à hayon,traction avant,avant,243.0,403.0,162.0,138.0,1,Arbre à cames en tête,quatre,1508,2bbl,77,3.0,9.0,62,4800,0.0,0.0,5515.0,toyota,corolla 1200
essence,standard,quatre,break,traction avant,avant,243.0,431.0,162.0,150.0,1,Arbre à cames en tête,quatre,1508,2bbl,77,3.0,9.0,62,4800,0.0,0.0,5880.0,toyota,corona hardtop
essence,standard,quatre,break,quatre roues motrices,avant,243.0,431.0,162.0,150.0,1,Arbre à cames en tête,quatre,1508,2bbl,77,3.0,9.0,62,4800,0.0,0.0,6713.0,toyota,corolla 1600 (sw)
essence,standard,quatre,break,quatre roues motrices,avant,243.0,431.0,162.0,150.0,1,Arbre à cames en tête,quatre,1508,2bbl,77,3.0,9.0,62,4800,0.0,0.0,7461.0,toyota,carina
essence,standard,quatre,berline,traction avant,avant,243.0,422.0,164.0,135.0,1,Arbre à cames en tête,quatre,1606,2bbl,81,3.0,9.0,70,4800,0.0,0.0,5897.0,toyota,mark ii
essence,standard,quatre,à hayon,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,quatre,1606,2bbl,81,3.0,9.0,70,4800,0.0,0.0,6118.0,toyota,corolla 1200
diesel,standard,quatre,berline,traction avant,avant,243.0,422.0,164.0,135.0,1,Arbre à cames en tête,quatre,1803,idi,83,3.0,22.0,56,4500,0.0,0.0,6713.0,toyota,corona
diesel,standard,quatre,à hayon,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,quatre,1803,idi,83,3.0,22.0,56,4500,0.0,0.0,6620.0,toyota,corolla
essence,standard,quatre,berline,traction avant,avant,243.0,422.0,164.0,135.0,1,Arbre à cames en tête,quatre,1606,2bbl,81,3.0,9.0,70,4800,0.0,0.0,6577.0,toyota,corona
essence,standard,quatre,à hayon,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,quatre,1606,2bbl,81,3.0,9.0,70,4800,0.0,0.0,7104.0,toyota,corolla
essence,standard,quatre,berline,traction avant,avant,243.0,422.0,164.0,134.0,1,Arbre à cames en tête,quatre,1606,2bbl,81,3.0,9.0,70,4800,0.0,0.0,7869.0,toyota,mark ii
essence,standard,deux,berline,traction arrière,avant,240.0,428.0,163.0,134.0,1,Arbre à cames en tête,quatre,1606,2bbl,81,3.0,9.0,70,4800,0.0,0.0,6849.0,toyota,corolla liftback
essence,standard,deux,à hayon,traction arrière,avant,240.0,428.0,163.0,134.0,1,Arbre à cames en tête,quatre,1606,2bbl,81,3.0,9.0,70,4800,0.0,0.0,7002.0,toyota,corona
essence,standard,deux,berline,traction arrière,avant,240.0,428.0,163.0,134.0,1,Double arbre à cames en tête,quatre,1606,mpfi,82,3.0,9.0,112,6600,0.0,0.0,7903.0,toyota,celica gt liftback
essence,standard,deux,à hayon,traction arrière,avant,240.0,428.0,163.0,134.0,1,Double arbre à cames en tête,quatre,1606,mpfi,82,3.0,9.0,112,6600,0.0,0.0,8107.0,toyota,corolla tercel
essence,standard,deux,coupé,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,quatre,2393,mpfi,92,4.0,9.0,116,4800,0.0,0.0,7182.0,toyota,corona liftback
essence,standard,deux,coupé,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,quatre,2393,mpfi,92,4.0,9.0,116,4800,0.0,0.0,8193.0,toyota,corolla
essence,standard,deux,à hayon,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,quatre,2393,mpfi,92,4.0,9.0,116,4800,0.0,0.0,8491.0,toyota,starlet
essence,standard,deux,coupé,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,quatre,2393,mpfi,92,4.0,9.0,116,4800,0.0,0.0,9519.0,toyota,tercel
essence,standard,deux,à hayon,traction arrière,avant,250.0,448.0,167.0,132.0,1,Arbre à cames en tête,quatre,2393,mpfi,92,4.0,9.0,116,4800,0.0,0.0,9817.0,toyota,corolla
essence,standard,deux,décapotable,traction arrière,avant,250.0,448.0,167.0,135.0,1,Arbre à cames en tête,quatre,2393,mpfi,92,4.0,9.0,116,4800,0.0,0.0,15019.0,toyota,cressida
essence,standard,quatre,berline,traction avant,avant,260.0,446.0,169.0,139.0,1,Arbre à cames en tête,quatre,1999,mpfi,84,4.0,9.0,92,4200,0.0,0.0,7606.0,toyota,corolla
diesel,turbocharged,quatre,berline,traction avant,avant,260.0,446.0,169.0,139.0,1,Arbre à cames en tête,quatre,1803,idi,83,3.0,22.0,73,4500,0.0,0.0,9093.0,toyota,celica gt
essence,standard,quatre,à hayon,traction avant,avant,260.0,446.0,169.0,137.0,1,Arbre à cames en tête,quatre,1999,mpfi,84,4.0,9.0,92,4200,0.0,0.0,8490.0,toyota,corona
essence,standard,quatre,berline,traction avant,avant,260.0,446.0,169.0,139.0,1,Arbre à cames en tête,quatre,1999,mpfi,84,4.0,9.0,92,4200,0.0,0.0,9263.0,toyota,corolla
essence,standard,quatre,à hayon,traction avant,avant,260.0,446.0,169.0,137.0,1,Arbre à cames en tête,quatre,1999,mpfi,84,4.0,9.0,92,4200,0.0,0.0,9561.0,toyota,mark ii
essence,standard,deux,à hayon,traction arrière,avant,261.0,466.0,172.0,132.0,1,Double arbre à cames en tête,six,2802,mpfi,83,3.0,9.0,161,5200,0.0,0.0,14074.0,toyota,corolla liftback
essence,standard,deux,à hayon,traction arrière,avant,261.0,466.0,172.0,132.0,1,Double arbre à cames en tête,six,2802,mpfi,83,3.0,9.0,161,5200,0.0,0.0,13598.0,toyota,corona
essence,standard,quatre,berline,traction arrière,avant,265.0,477.0,169.0,137.0,1,Double arbre à cames en tête,six,2802,mpfi,83,3.0,9.0,156,5200,0.0,0.0,13336.0,toyota,starlet
essence,standard,quatre,break,traction arrière,avant,265.0,477.0,169.0,137.0,1,Double arbre à cames en tête,six,2638,mpfi,83,3.0,9.0,156,5200,0.0,0.0,13388.0,toyota,tercel
diesel,standard,deux,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,quatre,1590,idi,76,3.0,23.0,52,4800,0.0,0.0,6609.0,volkswagen,rabbit
essence,standard,deux,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,quatre,1786,mpfi,81,3.0,9.0,85,5250,0.0,0.0,6779.0,volkswagen,1131 deluxe sedan
diesel,standard,quatre,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,quatre,1590,idi,76,3.0,23.0,52,4800,0.0,0.0,6796.0,volkswagen,model 111
essence,standard,quatre,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,quatre,1786,mpfi,81,3.0,9.0,85,5250,0.0,0.0,6966.0,volkswagen,type 3
essence,standard,quatre,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,quatre,1786,mpfi,81,3.0,9.0,85,5250,0.0,0.0,7221.0,volkswagen,411 (sw)
diesel,turbocharged,quatre,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,quatre,1590,idi,76,3.0,23.0,68,4500,0.0,0.0,8071.0,volkswagen,super beetle
essence,standard,quatre,berline,traction avant,avant,247.0,436.0,166.0,141.0,1,Arbre à cames en tête,quatre,1786,mpfi,81,3.0,10.0,100,5500,0.0,0.0,8496.0,volkswagen,dasher
essence,standard,deux,décapotable,traction avant,avant,240.0,405.0,163.0,141.0,1,Arbre à cames en tête,quatre,1786,mpfi,81,3.0,8.0,90,5500,0.0,0.0,9856.0,volkswagen,dasher
essence,standard,deux,à hayon,traction avant,avant,240.0,421.0,163.0,131.0,1,Arbre à cames en tête,quatre,1786,mpfi,81,3.0,8.0,90,5500,0.0,0.0,8483.0,volkswagen,rabbit
essence,standard,quatre,berline,traction avant,avant,255.0,458.0,170.0,140.0,1,Arbre à cames en tête,cinq,2229,mpfi,81,3.0,8.0,110,5500,0.0,0.0,11301.0,volkswagen,rabbit
diesel,turbocharged,quatre,berline,traction avant,avant,255.0,458.0,170.0,140.0,1,Arbre à cames en tête,quatre,1590,idi,76,3.0,23.0,68,4500,0.0,0.0,11768.0,volkswagen,rabbit custom
essence,standard,quatre,break,traction avant,avant,255.0,465.0,170.0,140.0,1,Arbre à cames en tête,quatre,1786,mpfi,81,3.0,9.0,88,5500,0.0,0.0,10446.0,volkswagen,dasher
essence,standard,quatre,berline,traction arrière,avant,265.0,480.0,171.0,143.0,1,Arbre à cames en tête,quatre,2311,mpfi,96,3.0,10.0,114,5400,0.0,0.0,10999.0,volvo,145e (sw)
essence,standard,quatre,break,traction arrière,avant,265.0,480.0,171.0,146.0,1,Arbre à cames en tête,quatre,2311,mpfi,96,3.0,10.0,114,5400,0.0,0.0,11403.0,volvo,144ea
essence,standard,quatre,berline,traction arrière,avant,265.0,480.0,171.0,143.0,1,Arbre à cames en tête,quatre,2311,mpfi,96,3.0,10.0,114,5400,0.0,0.0,13587.0,volvo,244dl
essence,standard,quatre,break,traction arrière,avant,265.0,480.0,171.0,146.0,1,Arbre à cames en tête,quatre,2311,mpfi,96,3.0,10.0,114,5400,0.0,0.0,14038.0,volvo,245
essence,turbocharged,quatre,berline,traction arrière,avant,265.0,480.0,171.0,143.0,1,Arbre à cames en tête,quatre,2130,mpfi,92,3.0,8.0,162,5100,0.0,0.0,15657.0,volvo,264gl
essence,turbocharged,quatre,break,traction arrière,avant,265.0,480.0,171.0,146.0,1,Arbre à cames en tête,quatre,2130,mpfi,92,3.0,8.0,162,5100,0.0,0.0,16108.0,volvo,diesel
essence,standard,quatre,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,quatre,2311,mpfi,96,3.0,10.0,114,5400,0.0,0.0,14318.0,volvo,145e (sw)
essence,turbocharged,quatre,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,quatre,2311,mpfi,96,3.0,9.0,160,5300,0.0,0.0,16188.0,volvo,144ea
essence,standard,quatre,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête avec soupapes en V,six,2835,mpfi,91,3.0,9.0,134,5500,0.0,0.0,18262.0,volvo,244dl
diesel,turbocharged,quatre,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,six,2376,idi,76,3.0,23.0,106,4800,0.0,0.0,19100.0,volvo,246
essence,turbocharged,quatre,berline,traction arrière,avant,277.0,480.0,175.0,141.0,1,Arbre à cames en tête,quatre,2311,mpfi,96,3.0,10.0,114,5400,0.0,0.0,19231.0,volvo,264gl
